DATE,NUMBER OF ELECTRIC VEHICLES,VEHICLE MODEL YEAR,VEHICLE MAKE,LOCATION,VEHICLE MODEL
2025/01/01,1,2020,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2019,TESLA,HANTS COUNTY,3
2025/01/01,1,2020,TESLA,CAPE BRETON COUNTY,3
2025/01/01,1,2020,TESLA,LUNENBURG COUNTY,YGE
2025/01/01,1,2021,HYUNDAI,LUNENBURG COUNTY,KONA EV
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,VOLVO,HALIFAX COUNTY,XC40
2025/01/01,1,2021,TESLA,KINGS COUNTY,3
2025/01/01,1,2021,TESLA,LUNENBURG COUNTY,Y
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2022,MINI,HALIFAX COUNTY,COOPERSE3DOOR
2025/01/01,1,2021,TESLA,CAPE BRETON COUNTY,YGE
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2022,BMW,HALIFAX COUNTY,COOPER
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2016,TESLA,HALIFAX COUNTY,S
2025/01/01,1,2021,TESLA,CAPE BRETON COUNTY,MODEL 3
2025/01/01,1,2021,TESLA,KINGS COUNTY,MODEL 3
2025/01/01,1,2021,TESLA,ANNAPOLIS COUNTY,MODEL Y
2025/01/01,1,2021,FORD,CUMBERLAND COUNTY,MACH-E
2025/01/01,1,2020,PORSCHE,HALIFAX COUNTY,Y1AFC1
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA EV
2025/01/01,1,2022,HYUNDAI,COLCHESTER COUNTY,KONA EV
2025/01/01,1,2021,HYUNDAI,KINGS COUNTY,KONA
2025/01/01,1,2021,TESLA,HANTS COUNTY,3
2025/01/01,1,2021,FORD,CUMBERLAND COUNTY,ESCAPE
2025/01/01,1,2022,HYUNDAI,HANTS COUNTY,KONA
2025/01/01,1,2021,HYUNDAI,KINGS COUNTY,KONA
2025/01/01,1,2021,TESLA,ANTIGONISH COUNTY,MODEL 3
2025/01/01,1,2019,NISSAN,HALIFAX COUNTY,LEAF
2025/01/01,1,2017,TESLA,HALIFAX COUNTY,MSS
2025/01/01,1,2021,FORD,HALIFAX COUNTY,MUSTANG
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,HYUNDAI,GUYSBOROUGH COUNTY,SANTA FE
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,HYUNDAI,KINGS COUNTY,KONA
2025/01/01,1,2021,HYUNDAI,ANNAPOLIS COUNTY,KONA
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,HYUNDAI,KINGS COUNTY,ELANTRA
2025/01/01,1,2018,TESLA,HALIFAX COUNTY,5
2025/01/01,1,2021,FORD,LUNENBURG COUNTY,MUSTANG
2025/01/01,1,2022,HYUNDAI,YARMOUTH COUNTY,KONA
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,TESLA,PICTOU COUNTY,MODEL 3
2025/01/01,1,2021,TESLA,RICHMOND COUNTY,MODEL 3
2025/01/01,1,2019,TESLA,LUNENBURG COUNTY,3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,S
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2019,TESLA,YARMOUTH COUNTY,3D
2025/01/01,1,2022,AUDI,HALIFAX COUNTY,Q5E
2025/01/01,1,2022,AUDI,HALIFAX COUNTY,R7SE
2025/01/01,1,2022,HYUNDAI,COLCHESTER COUNTY,KONA EV
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2015,TESLA,HALIFAX COUNTY,S
2025/01/01,1,2019,CHEVROLET,ANTIGONISH COUNTY,BOLT
2025/01/01,1,2018,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,Y
2025/01/01,1,2020,VOLKSWAGEN,HALIFAX COUNTY,E-GOLF
2025/01/01,1,2021,AUDI,HALIFAX COUNTY,ETRO
2025/01/01,1,2017,VOLKSWAGEN,HALIFAX COUNTY,E-GOLF
2025/01/01,1,2022,HYUNDAI,KINGS COUNTY,KONA
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,HYUNDAI,ANNAPOLIS COUNTY,KONA
2025/01/01,1,2019,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2019,TESLA,HALIFAX COUNTY,MODEL S
2025/01/01,1,2020,HYUNDAI,HALIFAX COUNTY,IONIQ
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2019,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2018,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,HYUNDAI,ANNAPOLIS COUNTY,KONA EV
2025/01/01,1,2020,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2020,HYUNDAI,COLCHESTER COUNTY,IONIQ EV
2025/01/01,1,2022,HYUNDAI,COLCHESTER COUNTY,IONIQ 5
2025/01/01,1,2022,HYUNDAI,LUNENBURG COUNTY,KONA EV
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,Y
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,HYUNDAI,HANTS COUNTY,KONA
2025/01/01,1,2021,HYUNDAI,KINGS COUNTY,KONA
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2019,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,VOLVO,HALIFAX COUNTY,XC40
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2022,HYUNDAI,KINGS COUNTY,IONIQ
2025/01/01,1,2018,BMW,HALIFAX COUNTY,I3
2025/01/01,1,2018,BMW,HALIFAX COUNTY,I3
2025/01/01,1,2017,TESLA,HALIFAX COUNTY,X
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL S
2025/01/01,1,2021,HYUNDAI,HANTS COUNTY,IONIQ
2025/01/01,1,2021,TESLA,INVERNESS COUNTY,MODEL Y
2025/01/01,1,2019,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2021,VOLVO,HALIFAX COUNTY,XC-40
2025/01/01,1,2020,KIA,HALIFAX COUNTY,NIRO
2025/01/01,1,2018,TESLA,LUNENBURG COUNTY,3
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2022,HYUNDAI,KINGS COUNTY,SANTA FE
2025/01/01,1,2020,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2019,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2018,TESLA,ANNAPOLIS COUNTY,3
2025/01/01,1,2020,NISSAN,HALIFAX COUNTY,LEAF
2025/01/01,1,2021,TESLA,COLCHESTER COUNTY,Y
2025/01/01,1,2021,TESLA,HANTS COUNTY,MODEL 3
2025/01/01,1,2021,HYUNDAI,QUEENS COUNTY,KONA
2025/01/01,1,2018,NISSAN,HALIFAX COUNTY,LEAF
2025/01/01,1,2022,HYUNDAI,KINGS COUNTY,KONA EV
2025/01/01,1,2019,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,MINI,HALIFAX COUNTY,COOPER SE
2025/01/01,1,2022,KIA,HALIFAX COUNTY,NIRO EV
2025/01/01,1,2018,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2008,LEXUS,HALIFAX COUNTY,RX
2025/01/01,1,2022,TESLA,CAPE BRETON COUNTY,MODEL 3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2021,FORD,HALIFAX COUNTY,MUSTANG MACH E
2025/01/01,1,2017,CHEVROLET,LUNENBURG COUNTY,BOLT
2025/01/01,1,2019,CHEVROLET,COLCHESTER COUNTY,BOLT EV
2025/01/01,1,2014,CHEVROLET,HALIFAX COUNTY,VOLT
2025/01/01,1,2019,TESLA,HANTS COUNTY,3
2025/01/01,1,2019,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2019,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2020,TOYOTA,ANNAPOLIS COUNTY,HIGHLANDER
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2019,CHEVROLET,CAPE BRETON COUNTY,BOLT
2025/01/01,1,2022,HYUNDAI,KINGS COUNTY,IONIQ 5
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2022,HYUNDAI,ANNAPOLIS COUNTY,KONA
2025/01/01,1,2019,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2022,PORSCHE,HANTS COUNTY,TAYCAN
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2022,TOYOTA,HALIFAX COUNTY,PRIUS PRIME
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2022,HYUNDAI,KINGS COUNTY,KONA
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2017,TESLA,LUNENBURG COUNTY,X
2025/01/01,1,2021,TESLA,HANTS COUNTY,Y
2025/01/01,1,2020,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,TESLA,LUNENBURG COUNTY,MODEL 3
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2022,HYUNDAI,LUNENBURG COUNTY,KONA EV
2025/01/01,1,2022,HYUNDAI,LUNENBURG COUNTY,IONIQ 5
2025/01/01,1,2018,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2020,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2019,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2022,TOYOTA,LUNENBURG COUNTY,PRIUS PRIME
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2020,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2016,NISSAN,HALIFAX COUNTY,LEAF
2025/01/01,1,2020,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ5
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2022,HYUNDAI,LUNENBURG COUNTY,KONA EV
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2022,TESLA,KINGS COUNTY,Y
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ5
2025/01/01,1,2018,VOLKSWAGEN,HALIFAX COUNTY,E-GOLF
2025/01/01,1,2019,KIA,LUNENBURG COUNTY,NIRO
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2022,BMW,HALIFAX COUNTY,I4 EDRIVE40
2025/01/01,1,2022,BMW,HALIFAX COUNTY,IX
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2020,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2019,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2019,NISSAN,HALIFAX COUNTY,LEAF
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2020,VOLKSWAGEN,PICTOU COUNTY,E-GOLF
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,Y
2025/01/01,1,2019,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2019,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2020,HYUNDAI,COLCHESTER COUNTY,IONIQ
2025/01/01,1,2019,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2020,VOLKSWAGEN,HALIFAX COUNTY,E GOLF
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2020,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,TESLA,COLCHESTER COUNTY,MODEL 3
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,KONA EV
2025/01/01,1,2022,KIA,HANTS COUNTY,SORENTO
2025/01/01,1,2018,VOLKSWAGEN,COLCHESTER COUNTY,GOLF
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,JAGUAR,HALIFAX COUNTY,I-PACE
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2022,HYUNDAI,ANNAPOLIS COUNTY,IONIQ
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2022,VOLVO,HALIFAX COUNTY,XC40 RECHARGE
2025/01/01,1,2022,VOLVO,LUNENBURG COUNTY,XC40 RECHARGE
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2022,HYUNDAI,YARMOUTH COUNTY,KONA
2025/01/01,1,2022,TESLA,SHELBURNE COUNTY,3
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2018,CHEVROLET,LUNENBURG COUNTY,BOLT
2025/01/01,1,2022,TESLA,HANTS COUNTY,MODEL Y
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2022,VOLVO,HALIFAX COUNTY,XC40
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2021,VOLKSWAGEN,HALIFAX COUNTY,ID 4
2025/01/01,1,2019,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,HYUNDAI,LUNENBURG COUNTY,IONIQ
2025/01/01,1,2021,HYUNDAI,HANTS COUNTY,IONIQ
2025/01/01,1,2022,TESLA,HANTS COUNTY,MODEL 3
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2021,TESLA,COLCHESTER COUNTY,YGE
2025/01/01,1,2019,TESLA,COLCHESTER COUNTY,3
2025/01/01,1,2020,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2022,HYUNDAI,COLCHESTER COUNTY,IONIQ5
2025/01/01,1,2022,FORD,COLCHESTER COUNTY,MUSTANG
2025/01/01,1,2022,FORD,LUNENBURG COUNTY,F150
2025/01/01,1,2022,TESLA,COLCHESTER COUNTY,MODEL Y
2025/01/01,1,2019,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2018,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2020,CHEVROLET,KINGS COUNTY,BOLT
2025/01/01,1,2022,TESLA,LUNENBURG COUNTY,3
2025/01/01,1,2018,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,FORD,HALIFAX COUNTY,TRANSIT
2025/01/01,1,2022,FORD,COLCHESTER COUNTY,TRANSIT
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2020,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,FORD,HALIFAX COUNTY,MUSTANG MACH-E
2025/01/01,1,2022,VOLVO,HALIFAX COUNTY,C40 RECHARGE
2025/01/01,1,2010,TOYOTA,SHELBURNE COUNTY,PRIUS
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2014,FORD,SHELBURNE COUNTY,FOCUS
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,Y
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2020,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,PORSCHE,HALIFAX COUNTY,TAYCAN
2025/01/01,1,2022,TESLA,LUNENBURG COUNTY,MODEL 3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,Y
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,Y
2025/01/01,1,2021,POLESTAR MOTOR VEHICLES,LUNENBURG COUNTY,2 LAUNCH
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,TOYOTA,LUNENBURG COUNTY,PRIUS
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2022,CHEVROLET,CAPE BRETON COUNTY,BOLT
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,KONA EV
2025/01/01,1,2022,TESLA,CAPE BRETON COUNTY,MODEL 3
2025/01/01,1,2022,AUDI,HANTS COUNTY,E-TRON
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT EUV
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,KONA EV
2025/01/01,1,2022,HYUNDAI,HANTS COUNTY,KONA
2025/01/01,1,2017,NISSAN,PICTOU COUNTY,LVL
2025/01/01,1,2022,KIA,HANTS COUNTY,SOUL EV (SK3 EV
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2021,KIA,HALIFAX COUNTY,SOUL EV
2025/01/01,1,2022,FORD,CAPE BRETON COUNTY,MUSTANG
2025/01/01,1,2019,NISSAN,HANTS COUNTY,LEAF
2025/01/01,1,2022,FORD,PICTOU COUNTY,MUSTANG
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2022,TESLA,ANTIGONISH COUNTY,Y
2025/01/01,1,2022,VOLVO,HALIFAX COUNTY,C40
2025/01/01,1,2022,MERCEDES BENZ,DIGBY COUNTY,EQS580
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,YGE
2025/01/01,1,2020,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,CHEVROLET,QUEENS COUNTY,BOLT
2025/01/01,1,2022,NISSAN,HALIFAX COUNTY,LEAF
2025/01/01,1,2022,FORD,COLCHESTER COUNTY,TRANSIT
2025/01/01,1,2019,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2020,CHEVROLET,LUNENBURG COUNTY,BOLT
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2022,FORD,LUNENBURG COUNTY,MUSTANG
2025/01/01,1,2022,HYUNDAI,COLCHESTER COUNTY,KONA
2025/01/01,1,2022,FORD,KINGS COUNTY,MUSTANG
2025/01/01,1,2022,AUDI,HALIFAX COUNTY,E-TRON GT
2025/01/01,1,2018,TESLA,HALIFAX COUNTY,XCE
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL S
2025/01/01,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2022,TESLA,HANTS COUNTY,MODEL Y
2025/01/01,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2022,FORD,CAPE BRETON COUNTY,MUSTANG
2025/01/01,1,2022,TESLA,HANTS COUNTY,Y
2025/01/01,1,2018,BMW,HALIFAX COUNTY,I3
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2022,CHEVROLET,PICTOU COUNTY,BOLT
2025/01/01,1,2021,TESLA,QUEENS COUNTY,MSS
2025/01/01,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT EUV
2025/01/01,1,2022,TESLA,CAPE BRETON COUNTY,MODEL 3
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IOIQ5
2025/01/01,1,2022,FORD,INVERNESS COUNTY,MUSTANG MACH-E
2025/01/01,1,2022,HYUNDAI,PICTOU COUNTY,KONA
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA SEL
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2022,LEXUS,KINGS COUNTY,RX
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2016,TESLA,HALIFAX COUNTY,MODEL X
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2014,TERRA MASTER,INVERNESS COUNTY,XLTG 15-06
2025/01/01,1,2022,KIA,LUNENBURG COUNTY,EV6
2025/01/01,1,2022,KIA,HALIFAX COUNTY,EV6
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2015,KIA,HALIFAX COUNTY,SOUL EV
2025/01/01,1,2022,CHEVROLET,CUMBERLAND COUNTY,BOLT
2025/01/01,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT EUV
2025/01/01,1,2022,TESLA,HANTS COUNTY,MODEL 3
2025/01/01,1,2018,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2018,TESLA,COLCHESTER COUNTY,3
2025/01/01,1,2014,CHEVROLET,HALIFAX COUNTY,SPARK EV
2025/01/01,1,2018,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,TESLA,GUYSBOROUGH COUNTY,MODEL 3
2025/01/01,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT EUV
2025/01/01,1,2022,TESLA,COLCHESTER COUNTY,3
2025/01/01,1,2020,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2021,TESLA,COLCHESTER COUNTY,3
2025/01/01,1,2020,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2016,VOLKSWAGEN,HALIFAX COUNTY,E-GOLF
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2021,TESLA,PICTOU COUNTY,3
2025/01/01,1,2019,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT EUV
2025/01/01,1,2022,HYUNDAI,CAPE BRETON COUNTY,IONIQ 5
2025/01/01,1,2022,VOLVO,HALIFAX COUNTY,C40 RECHARGE
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2020,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2022,AUDI,KINGS COUNTY,E-TRON
2025/01/01,1,2022,TESLA,PICTOU COUNTY,MODEL X
2025/01/01,1,2022,TESLA,KINGS COUNTY,3
2025/01/01,1,2022,HISUN,COLCHESTER COUNTY,SECTOR E1
2025/01/01,1,2022,HYUNDAI,COLCHESTER COUNTY,KONA
2025/01/01,1,2022,AUDI,HALIFAX COUNTY,E-TRON GT
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,YGE
2025/01/01,1,2022,TESLA,HALIFAX COUNTY,Y
2025/01/01,1,2018,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,HYUNDAI,LUNENBURG COUNTY,KONA EV
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ5
2025/01/01,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ5
2025/01/01,1,2022,TESLA,COLCHESTER COUNTY,X
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,IONIQ 5
2025/01/01,1,2022,TESLA,KINGS COUNTY,MODEL 3
