DATE,NUMBER OF ELECTRIC VEHICLES,VEHICLE MODEL YEAR,VEHICLE MAKE,LOCATION,VEHICLE MODEL
2025/07/01,1,2019,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2015,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2024,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2023,NISSAN,HALIFAX COUNTY,ARIYA
2025/07/01,1,2019,NISSAN,HANTS COUNTY,LEAF
2025/07/01,1,2023,NISSAN,HALIFAX COUNTY,ARIYA
2025/07/01,1,2025,NISSAN,HALIFAX COUNTY,ARIYA
2025/07/01,1,2023,NISSAN,ANNAPOLIS COUNTY,ARIYA
2025/07/01,1,2012,NISSAN,HANTS COUNTY,LEAF
2025/07/01,1,2018,NISSAN,KINGS COUNTY,LEAF
2025/07/01,1,2019,NISSAN,LUNENBURG COUNTY,LEAF
2025/07/01,1,2015,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2015,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2023,NISSAN,KINGS COUNTY,LEAF
2025/07/01,1,2023,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2015,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2018,NISSAN,HALIFAX COUNTY,LEAF S AUTO
2025/07/01,1,2018,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2024,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2024,NISSAN,HALIFAX COUNTY,ARIYA
2025/07/01,1,2023,NISSAN,HALIFAX COUNTY,ARIYA
2025/07/01,1,2016,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2016,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2016,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2017,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2023,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2020,NISSAN,PICTOU COUNTY,LEAF
2025/07/01,1,2023,NISSAN,HALIFAX COUNTY,ARIYA
2025/07/01,1,2024,NISSAN,HALIFAX COUNTY,ARIYA
2025/07/01,1,2018,NISSAN,CAPE BRETON COUNTY,LEAF
2025/07/01,1,2018,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2010,NISSAN,HALIFAX COUNTY,P1B2R25V
2025/07/01,1,2024,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2016,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2016,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2016,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2017,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2023,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2015,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2024,NISSAN,HALIFAX COUNTY,ARIYA
2025/07/01,1,2024,NISSAN,HALIFAX COUNTY,ARIYA
2025/07/01,1,2015,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2016,NISSAN,KINGS COUNTY,LEAF
2025/07/01,1,2013,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2021,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2024,NISSAN,HALIFAX COUNTY,ARIYA
2025/07/01,1,2025,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2024,NISSAN,HALIFAX COUNTY,ARIYA
2025/07/01,1,2018,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2021,NISSAN,CAPE BRETON COUNTY,LEAF
2025/07/01,1,2020,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2019,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2025,NISSAN,HALIFAX COUNTY,ARIYA
2025/07/01,1,2015,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2021,NISSAN,LUNENBURG COUNTY,LEAF
2025/07/01,1,2019,NISSAN,HALIFAX COUNTY,LEAF
2025/07/01,1,2021,VER-MAC,ANTIGONISH COUNTY,ST-4X8
2025/07/01,1,2021,VER-MAC,ANTIGONISH COUNTY,ST-4X8
2025/07/01,1,2025,VER-MAC,HALIFAX COUNTY,ST-4815
2025/07/01,1,2025,VER-MAC,HALIFAX COUNTY,ST-4815
2025/07/01,1,2025,VER-MAC,HALIFAX COUNTY,ST-4815
2025/07/01,1,2025,VER-MAC,HALIFAX COUNTY,ST-4815
2025/07/01,1,2025,VER-MAC,HALIFAX COUNTY,ST-4815
2025/07/01,1,2025,VER-MAC,HALIFAX COUNTY,ST-4815
2025/07/01,1,2022,LEXUS,HALIFAX COUNTY,ES
2025/07/01,1,2011,LEXUS,HALIFAX COUNTY,RX
2025/07/01,1,2023,LEXUS,HALIFAX COUNTY,RZ
2025/07/01,1,2008,LEXUS,HALIFAX COUNTY,RX
2025/07/01,1,2022,LEXUS,KINGS COUNTY,RX
2025/07/01,1,2023,LEXUS,HALIFAX COUNTY,RZ
2025/07/01,1,2020,LEXUS,COLCHESTER COUNTY,UX
2025/07/01,1,2025,GMC,HALIFAX COUNTY,SIERRA EV
2025/07/01,1,2025,GMC,HALIFAX COUNTY,HUMMER SUV
2025/07/01,1,2024,GMC,HALIFAX COUNTY,HUMMER
2025/07/01,1,2025,GMC,HALIFAX COUNTY,SIERRA
2025/07/01,1,2025,GMC,HALIFAX COUNTY,SIERRA
2025/07/01,1,2025,GMC,HALIFAX COUNTY,HUMMER
2025/07/01,1,2024,GMC,HALIFAX COUNTY,HUMMER
2025/07/01,1,2024,GMC,HALIFAX COUNTY,HUMMER
2025/07/01,1,2025,GMC,PICTOU COUNTY,SIERRA EV
2025/07/01,1,2025,GMC,CAPE BRETON COUNTY,HUMMER
2025/07/01,1,2025,GMC,HALIFAX COUNTY,SIERRA-EV
2025/07/01,1,2024,GMC,HALIFAX COUNTY,HUMMER
2025/07/01,1,2024,GMC,PICTOU COUNTY,HUMMER
2025/07/01,1,2024,GMC,KINGS COUNTY,HUMMER
2025/07/01,1,2025,GMC,ANNAPOLIS COUNTY,SIERRA
2025/07/01,1,2025,GMC,HALIFAX COUNTY,SIERRA
2025/07/01,1,2025,GMC,CAPE BRETON COUNTY,SIERRA EV
2025/07/01,1,2025,GMC,ANTIGONISH COUNTY,HUMMER
2025/07/01,1,2025,GMC,ANNAPOLIS COUNTY,SIEEV
2025/07/01,1,2024,GMC,HALIFAX COUNTY,HUMMER EV
2025/07/01,1,2024,GMC,HALIFAX COUNTY,HUMMER SUV
2025/07/01,1,2025,GMC,LUNENBURG COUNTY,HUMMER
2025/07/01,1,2024,GMC,CAPE BRETON COUNTY,HUMMR
2025/07/01,1,2024,GMC,HALIFAX COUNTY,HUMMR
2025/07/01,1,2024,GMC,HALIFAX COUNTY,HUMMER
2025/07/01,1,2024,GMC,CAPE BRETON COUNTY,HUMMER
2025/07/01,1,2024,GMC,HALIFAX COUNTY,HUMMER
2025/07/01,1,2024,GMC,COLCHESTER COUNTY,HUMMER
2025/07/01,1,2024,GMC,DIGBY COUNTY,HUMMER
2025/07/01,1,2025,GMC,HALIFAX COUNTY,HUMMR
2025/07/01,1,2024,GMC,HALIFAX COUNTY,HUMMER
2025/07/01,1,2025,GMC,YARMOUTH COUNTY,SIERRA
2025/07/01,1,2024,GMC,CAPE BRETON COUNTY,HUMMER
2025/07/01,1,2025,GMC,HANTS COUNTY,SIERRA
2025/07/01,1,2022,MERCEDES BENZ,HALIFAX COUNTY,EQS 580
2025/07/01,1,2022,MERCEDES BENZ,LUNENBURG COUNTY,EQS 580
2025/07/01,1,2024,MERCEDES BENZ,HALIFAX COUNTY,EQB 300
2025/07/01,1,2023,MERCEDES BENZ,HALIFAX COUNTY,EQE
2025/07/01,1,2023,MERCEDES BENZ,HALIFAX COUNTY,AMG EQS 4MATIC
2025/07/01,1,2022,MERCEDES BENZ,YARMOUTH COUNTY,EQS580
2025/07/01,1,2023,MERCEDES BENZ,HALIFAX COUNTY,EQS450
2025/07/01,1,2023,MERCEDES BENZ,HALIFAX COUNTY,EQS 580 4MATIC
2025/07/01,1,2023,MERCEDES BENZ,CAPE BRETON COUNTY,EQE350
2025/07/01,1,2023,MERCEDES BENZ,HALIFAX COUNTY,EQS 450
2025/07/01,1,2022,MERCEDES BENZ,HALIFAX COUNTY,GLE COUPE
2025/07/01,1,2023,MERCEDES BENZ,KINGS COUNTY,EQE350
2025/07/01,1,2024,MERCEDES BENZ,HALIFAX COUNTY,E2C170H-MY24
2025/07/01,1,2023,MERCEDES BENZ,LUNENBURG COUNTY,EQS 450
2025/07/01,1,2023,MERCEDES BENZ,HALIFAX COUNTY,EQB 350
2025/07/01,1,2023,MERCEDES BENZ,HALIFAX COUNTY,EQB350
2025/07/01,1,2023,MERCEDES BENZ,HANTS COUNTY,EQE 350
2025/07/01,1,2023,MERCEDES BENZ,HALIFAX COUNTY,EQE 350
2025/07/01,1,2024,MERCEDES BENZ,KINGS COUNTY,E2C170H-MY24
2025/07/01,1,2023,MERCEDES BENZ,COLCHESTER COUNTY,EQE 350
2025/07/01,1,2023,MERCEDES BENZ,HALIFAX COUNTY,EQE350
2025/07/01,1,2023,MERCEDES BENZ,ANTIGONISH COUNTY,EQS4504MATIC
2025/07/01,1,2023,MERCEDES BENZ,HALIFAX COUNTY,EQE 350
2025/07/01,1,2023,MERCEDES BENZ,LUNENBURG COUNTY,EQS 580
2025/07/01,1,2023,MERCEDES BENZ,KINGS COUNTY,EQB350
2025/07/01,1,2022,MERCEDES BENZ,HALIFAX COUNTY,EQB
2025/07/01,1,2024,MERCEDES BENZ,HALIFAX COUNTY,EQE 350
2025/07/01,1,2023,MERCEDES BENZ,KINGS COUNTY,EQB
2025/07/01,1,2023,MERCEDES BENZ,HALIFAX COUNTY,EQS450
2025/07/01,1,2024,MERCEDES BENZ,HALIFAX COUNTY,EQE 350
2025/07/01,1,2024,MERCEDES BENZ,HALIFAX COUNTY,EQB300
2025/07/01,1,2023,MERCEDES BENZ,HALIFAX COUNTY,EQS 450
2025/07/01,1,2023,MERCEDES BENZ,HALIFAX COUNTY,EQE 350 4MATIC
2025/07/01,1,2023,MERCEDES BENZ,HALIFAX COUNTY,EQE350
2025/07/01,1,2023,MERCEDES BENZ,HALIFAX COUNTY,EQE 350
2025/07/01,1,2024,MERCEDES BENZ,HALIFAX COUNTY,EQB300
2025/07/01,1,2023,MERCEDES BENZ,HALIFAX COUNTY,EQU350
2025/07/01,1,2023,MERCEDES BENZ,QUEENS COUNTY,EQS 450
2025/07/01,1,2024,MERCEDES BENZ,HALIFAX COUNTY,EQB 300
2025/07/01,1,2023,MERCEDES BENZ,HALIFAX COUNTY,EQE350
2025/07/01,1,2024,MERCEDES BENZ,HALIFAX COUNTY,EQB 300
2025/07/01,1,2023,MERCEDES BENZ,COLCHESTER COUNTY,EQS 580
2025/07/01,1,2022,MERCEDES BENZ,HALIFAX COUNTY,EQS580
2025/07/01,1,2025,MERCEDES BENZ,HALIFAX COUNTY,E-SPRINTER
2025/07/01,1,2023,MERCEDES BENZ,HALIFAX COUNTY,EQE 350
2025/07/01,1,2024,MERCEDES BENZ,HALIFAX COUNTY,E-SPRINTER
2025/07/01,1,2003,CLUB CAR,HALIFAX COUNTY,GOLF CART
2025/07/01,1,2021,VOLKSWAGEN,HALIFAX COUNTY,ID 4
2025/07/01,1,2023,VOLKSWAGEN,COLCHESTER COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID4 AWD
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2025,VOLKSWAGEN,HALIFAX COUNTY,ID4 PRO
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID4
2025/07/01,1,2024,VOLKSWAGEN,LUNENBURG COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID4
2025/07/01,1,2025,VOLKSWAGEN,HALIFAX COUNTY,ID BUZZ
2025/07/01,1,2024,VOLKSWAGEN,KINGS COUNTY,ID.4
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID4 AWD
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,2ME
2025/07/01,1,2016,VOLKSWAGEN,HALIFAX COUNTY,E-GOLF
2025/07/01,1,2020,VOLKSWAGEN,HALIFAX COUNTY,GOLF
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2020,VOLKSWAGEN,HALIFAX COUNTY,E GOLF
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID4
2025/07/01,1,2024,VOLKSWAGEN,HANTS COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID4 PRO S
2025/07/01,1,2024,VOLKSWAGEN,LUNENBURG COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2025,VOLKSWAGEN,HALIFAX COUNTY,ID.4 AWD S
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID4
2025/07/01,1,2016,VOLKSWAGEN,INVERNESS COUNTY,E-GOLF
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HANTS COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2015,VOLKSWAGEN,HANTS COUNTY,E-GOLF
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,LUNENBURG COUNTY,ID4 AWD
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID 4
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,LUNENBURG COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID4 AWD
2025/07/01,1,2024,VOLKSWAGEN,KINGS COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,ANNAPOLIS COUNTY,ID.4
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2023,VOLKSWAGEN,KINGS COUNTY,1D4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2016,VOLKSWAGEN,KINGS COUNTY,E-GOLF
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4 AWD S
2025/07/01,1,2024,VOLKSWAGEN,COLCHESTER COUNTY,ID.4
2025/07/01,1,2023,VOLKSWAGEN,HANTS COUNTY,ID4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4 AWD
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,KINGS COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HANTS COUNTY,ID.4
2025/07/01,1,2023,VOLKSWAGEN,LUNENBURG COUNTY,ID4 AWD
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4 AWD S
2025/07/01,1,2024,VOLKSWAGEN,KINGS COUNTY,ID.4
2025/07/01,1,2022,VOLKSWAGEN,HALIFAX COUNTY,ID4
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID4 AWD
2025/07/01,1,2024,VOLKSWAGEN,COLCHESTER COUNTY,ID4 PRO S
2025/07/01,1,2020,VOLKSWAGEN,ANNAPOLIS COUNTY,E-GOLF
2025/07/01,1,2024,VOLKSWAGEN,CAPE BRETON COUNTY,ID.4 AWD
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,ANNAPOLIS COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,LUNENBURG COUNTY,1D.4 AWD
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID4
2025/07/01,1,2024,VOLKSWAGEN,KINGS COUNTY,ID.4
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID4
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID4
2025/07/01,1,2023,VOLKSWAGEN,KINGS COUNTY,ID4
2025/07/01,1,2024,VOLKSWAGEN,LUNENBURG COUNTY,ID4
2025/07/01,1,2025,VOLKSWAGEN,COLCHESTER COUNTY,ID.4 AWD S
2025/07/01,1,2020,VOLKSWAGEN,HALIFAX COUNTY,E GOLF
2025/07/01,1,2020,VOLKSWAGEN,HALIFAX COUNTY,E-GOLF
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2016,VOLKSWAGEN,HALIFAX COUNTY,E-GOLF
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2020,VOLKSWAGEN,PICTOU COUNTY,E-GOLF
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID4
2025/07/01,1,2019,VOLKSWAGEN,HALIFAX COUNTY,E-GOLF
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4 AWD
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HANTS COUNTY,ID4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2016,VOLKSWAGEN,HALIFAX COUNTY,E-GOLF
2025/07/01,1,2025,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2019,VOLKSWAGEN,HALIFAX COUNTY,E GOLF
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HANTS COUNTY,ID 4 AWD
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID4 PRO
2025/07/01,1,2023,VOLKSWAGEN,ANNAPOLIS COUNTY,ID4
2025/07/01,1,2023,VOLKSWAGEN,HANTS COUNTY,ID4 AWD
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID4
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID4
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID4 AWD
2025/07/01,1,2023,VOLKSWAGEN,HANTS COUNTY,ID4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,TAOS
2025/07/01,1,2023,VOLKSWAGEN,ANTIGONISH COUNTY,ID4
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID 4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4 AWD
2025/07/01,1,2023,VOLKSWAGEN,LUNENBURG COUNTY,ID4
2025/07/01,1,2018,VOLKSWAGEN,COLCHESTER COUNTY,GOLF
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2023,VOLKSWAGEN,KINGS COUNTY,1D.4
2025/07/01,1,2024,VOLKSWAGEN,PICTOU COUNTY,ID.4
2025/07/01,1,2020,VOLKSWAGEN,HALIFAX COUNTY,E-GOLF CL AUT FWD
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,LUNENBURG COUNTY,ID.4 AWD
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID4 AWD S
2025/07/01,1,2020,VOLKSWAGEN,HALIFAX COUNTY,E GOLF
2025/07/01,1,2023,VOLKSWAGEN,PICTOU COUNTY,ID4 AWD
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID4
2025/07/01,1,2024,VOLKSWAGEN,OUT OF PROVINCE,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HANTS COUNTY,ID4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID4 PRO
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID4 AWD S
2025/07/01,1,2024,VOLKSWAGEN,SHELBURNE COUNTY,ID4
2025/07/01,1,2020,VOLKSWAGEN,HALIFAX COUNTY,E-GOLF
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,OUT OF PROVINCE,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2025,VOLKSWAGEN,COLCHESTER COUNTY,ID BUZZ
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,LUNENBURG COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID4 PRO S
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4
2025/07/01,1,2020,VOLKSWAGEN,HANTS COUNTY,E GOLF
2025/07/01,1,2017,VOLKSWAGEN,HALIFAX COUNTY,E-GOLF
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,JRG
2025/07/01,1,2024,VOLKSWAGEN,HANTS COUNTY,ID.4
2025/07/01,1,2025,VOLKSWAGEN,HALIFAX COUNTY,ID BUZZ
2025/07/01,1,2024,VOLKSWAGEN,PICTOU COUNTY,ID.4
2025/07/01,1,2025,VOLKSWAGEN,INVERNESS COUNTY,"VOLK,6YE"
2025/07/01,1,2025,VOLKSWAGEN,HALIFAX COUNTY,ID BUZZ
2025/07/01,1,2023,VOLKSWAGEN,HALIFAX COUNTY,ID4 AWD
2025/07/01,1,2024,VOLKSWAGEN,CUMBERLAND COUNTY,ID.4
2025/07/01,1,2024,VOLKSWAGEN,KINGS COUNTY,ID.4
2025/07/01,1,2017,VOLKSWAGEN,INVERNESS COUNTY,EGP
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID4
2025/07/01,1,2024,VOLKSWAGEN,LUNENBURG COUNTY,ID4 PRO
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4 AWD S
2025/07/01,1,2024,VOLKSWAGEN,HALIFAX COUNTY,ID.4AWD
2025/07/01,1,2022,MOTREC,PICTOU COUNTY,MP300
2025/07/01,1,2022,KIA,HALIFAX COUNTY,NIRO
2025/07/01,1,2020,KIA,HALIFAX COUNTY,NIRO EV
2025/07/01,1,2022,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2022,KIA,KINGS COUNTY,SOUL EV (SK3 EV)
2025/07/01,1,2023,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2024,KIA,KINGS COUNTY,NIRO
2025/07/01,1,2023,KIA,KINGS COUNTY,NIRO
2025/07/01,1,2022,KIA,SHELBURNE COUNTY,SOUL
2025/07/01,1,2021,KIA,HALIFAX COUNTY,SOUL EV
2025/07/01,1,2024,KIA,ANTIGONISH COUNTY,KONA EV
2025/07/01,1,2021,KIA,HALIFAX COUNTY,SOUL
2025/07/01,1,2023,KIA,LUNENBURG COUNTY,NIRO
2025/07/01,1,2017,KIA,CAPE BRETON COUNTY,SOUL
2025/07/01,1,2023,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2023,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2024,KIA,HALIFAX COUNTY,NIRO
2025/07/01,1,2025,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2023,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2023,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2025,KIA,HALIFAX COUNTY,NIRO
2025/07/01,1,2022,KIA,HANTS COUNTY,NIRO
2025/07/01,1,2023,KIA,COLCHESTER COUNTY,NIRO
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2025,KIA,KINGS COUNTY,EV9
2025/07/01,1,2024,KIA,KINGS COUNTY,SPORTAGE
2025/07/01,1,2024,KIA,CAPE BRETON COUNTY,EV6 CV
2025/07/01,1,2022,KIA,QUEENS COUNTY,EV6
2025/07/01,1,2020,KIA,KINGS COUNTY,SOUL
2025/07/01,1,2021,KIA,HALIFAX COUNTY,NIRO EX
2025/07/01,1,2022,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2023,KIA,HANTS COUNTY,NIRO
2025/07/01,1,2024,KIA,ANTIGONISH COUNTY,EV6
2025/07/01,1,2023,KIA,HALIFAX COUNTY,SORENTO
2025/07/01,1,2022,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV6
